line,name,slug,type,loot_type,rarity,current_price,current_gp,adjusted_price,adjusted_gp,delta_gp,rule,source_id
541,Longsword +2,longsword-2,weapon,loot.weapon.magic,rare,4000 gp,4000,300 pp,3000,-1000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.bcv7J9culilK68zp
244,Longsword +3,longsword-3,weapon,loot.weapon.magic,very-rare,16000 gp,16000,2000 pp,20000,4000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.H6SIiRIig7OMM2Z0
875,Longsword of Life Stealing,longsword-of-life-stealing,weapon,loot.weapon.magic,rare,1000 gp,1000,300 pp,3000,2000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.wtctR6tCcYbQPiS0
120,Longsword of Sharpness,longsword-of-sharpness,weapon,loot.weapon.magic,very-rare,1700 gp,1700,2000 pp,20000,18300,magic_permanent_safe_default,Compendium.dnd5e.items.Item.8MNDhKb1Q87QszOJ
769,Longsword of Wounding,longsword-of-wounding,weapon,loot.weapon.magic,rare,2000 gp,2000,300 pp,3000,1000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.pG6dddIcb9NmPrdt
615,Luck Blade Greatsword,luck-blade-greatsword,weapon,loot.weapon.magic,legendary,210000 gp,210000,7500 pp,75000,-135000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.fWR9EFEjR0JtFdCC
469,Luck Blade Longsword,luck-blade-longsword,weapon,loot.weapon.magic,legendary,210000 gp,210000,7500 pp,75000,-135000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.X6PHssSGnwiJRgcx
778,Luck Blade Rapier,luck-blade-rapier,weapon,loot.weapon.magic,legendary,210000 gp,210000,7500 pp,75000,-135000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.qGH7YqWhi0tHisMi
194,Luck Blade Scimitar,luck-blade-scimitar,weapon,loot.weapon.magic,legendary,210000 gp,210000,7500 pp,75000,-135000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.E7c4zpWdYgkKDHGo
738,Luck Blade Shortsword,luck-blade-shortsword,weapon,loot.weapon.magic,legendary,210000 gp,210000,7500 pp,75000,-135000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.nL0Y0X8SjF58OmBM
777,Lute,lute,tool,loot.tool,common,35 gp,35,35 gp,35,0,mundane_keep_current,Compendium.dnd5e.items.Item.qBydtUUIkv520DT7
860,Lute,lute,tool,loot.tool,,35 gp,35,35 gp,35,0,mundane_keep_current,Compendium.dnd5e.items.Item.qBydtUUIkv520DT7
205,Lyre,lyre,tool,loot.tool,common,30 gp,30,3 pp,30,0,mundane_keep_current,Compendium.dnd5e.items.Item.EwG1EtmbgR3bM68U
152,Mace,mace,weapon,loot.weapon,common,5 gp,5,5 gp,5,0,mundane_keep_current,Compendium.dnd5e.items.Item.Ajyq6nGwF7FtLhDQ
681,Mace +1,mace-1,weapon,loot.weapon.magic,uncommon,1000 gp,1000,40 pp,400,-600,magic_permanent_safe_default,Compendium.dnd5e.items.Item.jf0XMx2vfEZzZuD7
719,Mace +2,mace-2,weapon,loot.weapon.magic,rare,4000 gp,4000,300 pp,3000,-1000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.m1hJnK7CHsaJB26v
29,Mace +3,mace-3,weapon,loot.weapon.magic,very-rare,16000 gp,16000,2000 pp,20000,4000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.2CQnAvn06bncXPBt
720,Mace of Disruption,mace-of-disruption,weapon,loot.weapon.magic,rare,8000 gp,8000,300 pp,3000,-5000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.m7RubLd1lUcMjYgY
864,Mace of Smiting,mace-of-smiting,weapon,loot.weapon.magic,rare,7000 gp,7000,300 pp,3000,-4000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.w56FIjFafs2rN6iK
533,Mace of Terror,mace-of-terror,weapon,loot.weapon.magic,rare,8000 gp,8000,300 pp,3000,-5000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.b46t42bMruQf9v3O
1063,Mage Armor,mage-armor,spell,loot.spell,common,50 gp,50,5 pp,50,0,spell_level_standard,Compendium.dnd5e.spells.Item.CKZTpZlxj7hjjo2H
1153,Mage Hand,mage-hand,spell,loot.spell,common,25 gp,25,25 gp,25,0,spell_level_standard,Compendium.dnd5e.spells.Item.Utk1OQRwYkMkFRD3
1291,Magic Circle,magic-circle,spell,loot.spell,uncommon,500 gp,500,50 pp,500,0,spell_level_standard,Compendium.dnd5e.spells.Item.y8A4HfTwd93ypdEz
1217,Magic Jar,magic-jar,spell,loot.spell,very-rare,15000 gp,15000,1500 pp,15000,0,spell_level_standard,Compendium.dnd5e.spells.Item.ej6wyY4G1gOcb1U6
1007,Magic Missile,magic-missile,spell,loot.spell,common,50 gp,50,5 pp,50,0,spell_level_standard,Compendium.dnd5e.spells.Item.41JIhpDyM9Anm7cs
1031,Magic Mouth,magic-mouth,spell,loot.spell,uncommon,250 gp,250,25 pp,250,0,spell_level_standard,Compendium.dnd5e.spells.Item.7v06rdmUakoTk1LQ
1140,Magic Weapon,magic-weapon,spell,loot.spell,uncommon,250 gp,250,25 pp,250,0,spell_level_standard,Compendium.dnd5e.spells.Item.Sgjrf8qqv97CCWM4
1266,Magnificent Mansion,magnificent-mansion,spell,loot.spell,very-rare,25000 gp,25000,2500 pp,25000,0,spell_level_standard,Compendium.dnd5e.spells.Item.pn4SnsFDvYDiE6rC
369,Magnifying Glass,magnifying-glass,loot,loot.loot,common,100 gp,100,10 pp,100,0,mundane_keep_current,Compendium.dnd5e.items.Item.PV0sn2Nlr8CNn4W9
1256,Major Image,major-image,spell,loot.spell,uncommon,500 gp,500,50 pp,500,0,spell_level_standard,Compendium.dnd5e.spells.Item.nslx2nT3p4lNkmdp
834,Manacles,manacles,consumable,loot.consumable,common,2 gp,2,2 gp,2,0,mundane_keep_current,Compendium.dnd5e.items.Item.tWJLHIL6ZIZUez9k
763,Mantle of Spell Resistance,mantle-of-spell-resistance,equipment,loot.equipment.magic,rare,30000 gp,30000,300 pp,3000,-27000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.oxzUb5j1TMsccGW4
161,Manual of Bodily Health,manual-of-bodily-health,consumable,loot.consumable,very-rare,100000 gp,100000,2000 pp,20000,-80000,magic_consumable_safe_default,Compendium.dnd5e.items.Item.BjyTJn9oGvURWKJR
896,Manual of Gainful Exercise,manual-of-gainful-exercise,consumable,loot.consumable,very-rare,100000 gp,100000,2000 pp,20000,-80000,magic_consumable_safe_default,Compendium.dnd5e.items.Item.ykefWXBjq3y6y9Se
438,Manual of Golems,manual-of-golems,consumable,loot.consumable,very-rare,35000 gp,35000,2000 pp,20000,-15000,magic_consumable_safe_default,Compendium.dnd5e.items.Item.UxkP6FvDzPbsIY6o
373,Manual of Quickness of Action,manual-of-quickness-of-action,consumable,loot.consumable,very-rare,100000 gp,100000,2000 pp,20000,-80000,magic_consumable_safe_default,Compendium.dnd5e.items.Item.Q4jmng3i9Lb2nL5F
972,Map Case,map-case,container,loot.container,,1 gp,1,1 gp,1,0,mundane_keep_current,Compendium.dnd5e.items.Item.u5GmRCvAsCYoacLj
84,Map or Scroll Case,map-or-scroll-case,container,loot.container,common,1 gp,1,1 gp,1,0,mundane_keep_current,Compendium.dnd5e.items.Item.5mIeX824uMklU3xq
812,Map or Scroll Case,map-or-scroll-case,container,loot.container,,1 gp,1,1 gp,1,0,mundane_keep_current,Compendium.dnd5e.items.Item.5mIeX824uMklU3xq
1406,Marble Funerary Bust,marble-funerary-bust,loot,loot.loot,,750 gp,750,75 pp,750,0,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.aRt05Bust4Cd9Wd6
579,Marvelous Pigments,marvelous-pigments,consumable,loot.consumable,very-rare,12000 gp,12000,2000 pp,20000,8000,magic_consumable_safe_default,Compendium.dnd5e.items.Item.e3XQygrXkzNvkDGF
816,Mason's Tools,masons-tools,tool,loot.tool,common,10 gp,10,1 pp,10,0,mundane_keep_current,Compendium.dnd5e.items.Item.skUih6tBvcBbORzA
625,Mason's Tools (Dwarven),masons-tools-dwarven,tool,loot.tool,common,150 gp,150,15 pp,150,0,mundane_keep_current,Compendium.dnd5e.items.Item.skUih6tBvcBbORzA
1128,Mass Cure Wounds,mass-cure-wounds,spell,loot.spell,rare,5000 gp,5000,500 pp,5000,0,spell_level_standard,Compendium.dnd5e.spells.Item.Pyzmm8R7rVsNAPsd
1173,Mass Heal,mass-heal,spell,loot.spell,legendary,250000 gp,250000,25000 pp,250000,0,spell_level_standard,Compendium.dnd5e.spells.Item.Y6oItIuhOJZ0i0FC
1001,Mass Healing Word,mass-healing-word,spell,loot.spell,uncommon,500 gp,500,50 pp,500,0,spell_level_standard,Compendium.dnd5e.spells.Item.34ddoYIrnOZ2GFYi
1013,Mass Suggestion,mass-suggestion,spell,loot.spell,very-rare,15000 gp,15000,1500 pp,15000,0,spell_level_standard,Compendium.dnd5e.spells.Item.5OGFdJw35QXp6mh6
188,Maul,maul,weapon,loot.weapon,common,10 gp,10,1 pp,10,0,mundane_keep_current,Compendium.dnd5e.items.Item.DizirD7eqjh8n95A
204,Maul +1,maul-1,weapon,loot.weapon.magic,uncommon,1000 gp,1000,40 pp,400,-600,magic_permanent_safe_default,Compendium.dnd5e.items.Item.EveBprZPBjfZqXLt
23,Maul +2,maul-2,weapon,loot.weapon.magic,rare,4000 gp,4000,300 pp,3000,-1000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.1kihEfn9QppB34ee
361,Maul +3,maul-3,weapon,loot.weapon.magic,very-rare,16000 gp,16000,2000 pp,20000,4000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.P8f9o36qxagW2uRW
1198,Maze,maze,spell,loot.spell,very-rare,50000 gp,50000,5000 pp,50000,0,spell_level_standard,Compendium.dnd5e.spells.Item.clwv2PWOcT822hlr
817,Medallion of Thoughts,medallion-of-thoughts,equipment,loot.equipment.magic,uncommon,3000 gp,3000,40 pp,400,-2600,magic_permanent_safe_default,Compendium.dnd5e.items.Item.skoUe223EvRYGPL6
1019,Meld into Stone,meld-into-stone,spell,loot.spell,uncommon,500 gp,500,50 pp,500,0,spell_level_standard,Compendium.dnd5e.spells.Item.64uo4fHriHLjRUrX
1244,Mending,mending,spell,loot.spell,common,25 gp,25,25 gp,25,0,spell_level_standard,Compendium.dnd5e.spells.Item.kjmjY0zlE6IEiQVL
857,Merchant's Scale,merchants-scale,loot,loot.loot,common,5 gp,5,5 gp,5,0,mundane_keep_current,Compendium.dnd5e.items.Item.vJvb6fx3JVPmhG8x
439,Mess Kit,mess-kit,loot,loot.loot,common,2 sp,0.2,2 sp,0.2,0,mundane_keep_current,Compendium.dnd5e.items.Item.V13fjV5oSmvbRdgP
961,Mess Kit,mess-kit,loot,loot.loot,,2 sp,0.2,2 sp,0.2,0,mundane_keep_current,Compendium.dnd5e.items.Item.lBg9CPRdpRhn4DO4
1236,Message,message,spell,loot.spell,common,25 gp,25,25 gp,25,0,spell_level_standard,Compendium.dnd5e.spells.Item.icZokbgV1jIMpNCv
1249,Meteor Swarm,meteor-swarm,spell,loot.spell,legendary,250000 gp,250000,25000 pp,250000,0,spell_level_standard,Compendium.dnd5e.spells.Item.mF52ldF79Cr7wfQo
366,Military Saddle,military-saddle,equipment,loot.equipment,,20 gp,20,2 pp,20,0,mundane_keep_current,Compendium.dnd5e.items.Item.PLkzJ310FzBnRrI5
1192,Mind Blank,mind-blank,spell,loot.spell,very-rare,50000 gp,50000,5000 pp,50000,0,spell_level_standard,Compendium.dnd5e.spells.Item.bllEWfm9xfEKynhv
468,Miner's Pick,miners-pick,loot,loot.loot,common,2 gp,2,2 gp,2,0,mundane_keep_current,Compendium.dnd5e.items.Item.X5knPtrQAT8GePJ4
1402,Miniature Court Portrait,miniature-court-portrait,loot,loot.loot,,25 gp,25,25 gp,25,0,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.aRt01MNiP0rc5Qx2
1259,Minor Illusion,minor-illusion,spell,loot.spell,common,25 gp,25,25 gp,25,0,spell_level_standard,Compendium.dnd5e.spells.Item.oIzA2MEHwxhtQneU
1220,Mirage Arcane,mirage-arcane,spell,loot.spell,very-rare,25000 gp,25000,2500 pp,25000,0,spell_level_standard,Compendium.dnd5e.spells.Item.f38w5rd9SgdmWc6F
1164,Mirror Image,mirror-image,spell,loot.spell,uncommon,250 gp,250,25 pp,250,0,spell_level_standard,Compendium.dnd5e.spells.Item.X4c8xCkmF8U9HUMz
651,Mirror of Life Trapping,mirror-of-life-trapping,consumable,loot.consumable,uncommon,18000 gp,18000,40 pp,400,-17600,magic_consumable_safe_default,Compendium.dnd5e.items.Item.hf5j1meGsA33HkUj
1110,Mislead,mislead,spell,loot.spell,rare,5000 gp,5000,500 pp,5000,0,spell_level_standard,Compendium.dnd5e.spells.Item.MBMaQLwoy05qzMJ3
1448,Mist-Vein Emerald,mist-vein-emerald,loot,loot.loot,,500 gp,500,50 pp,500,0,gem_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.9hLppZ9P8ddKWCzn
1286,Misty Step,misty-step,spell,loot.spell,uncommon,250 gp,250,25 pp,250,0,spell_level_standard,Compendium.dnd5e.spells.Item.wqfAVANuQonNBgnL
172,Mithral Breastplate,mithral-breastplate,equipment,loot.armor.magic,uncommon,1200 gp,1200,40 pp,400,-800,magic_permanent_safe_default,Compendium.dnd5e.items.Item.CcTGZzQHejxEVLK1
493,Mithral Chain Mail,mithral-chain-mail,equipment,loot.armor.magic,uncommon,875 gp,875,40 pp,400,-475,magic_permanent_safe_default,Compendium.dnd5e.items.Item.YS9CRHg2yQlOVi3j
55,Mithral Chain Shirt,mithral-chain-shirt,equipment,loot.armor.magic,uncommon,850 gp,850,40 pp,400,-450,magic_permanent_safe_default,Compendium.dnd5e.items.Item.3h3ZU6qmQs18FfkA
782,Mithral Half Plate Armor,mithral-half-plate-armor,equipment,loot.armor.magic,uncommon,1550 gp,1550,40 pp,400,-1150,magic_permanent_safe_default,Compendium.dnd5e.items.Item.qRMQH8lRE42JkugE
252,Mithral Plate Armor,mithral-plate-armor,equipment,loot.armor.magic,uncommon,2300 gp,2300,40 pp,400,-1900,magic_permanent_safe_default,Compendium.dnd5e.items.Item.HVpXIU0zZw0a4Fb7
832,Mithral Ring Mail,mithral-ring-mail,equipment,loot.armor.magic,uncommon,830 gp,830,40 pp,400,-430,magic_permanent_safe_default,Compendium.dnd5e.items.Item.tJQXAJx92wL6GM1v
667,Mithral Scale Mail,mithral-scale-mail,equipment,loot.armor.magic,uncommon,850 gp,850,40 pp,400,-450,magic_permanent_safe_default,Compendium.dnd5e.items.Item.iRDmig2qZ7LdP0ug
234,Mithral Splint Armor,mithral-splint-armor,equipment,loot.armor.magic,uncommon,1000 gp,1000,40 pp,400,-600,magic_permanent_safe_default,Compendium.dnd5e.items.Item.GKQSxYvS3m9qKVac
588,Mithril Bar,mithril-bar,loot,loot.loot,uncommon,46 gp,46,40 pp,400,354,magic_permanent_safe_default,Compendium.party-operations.party-operations-loot-manifest.Item.eL2H4IxniOFn39gX
1273,Modify Memory,modify-memory,spell,loot.spell,rare,5000 gp,5000,500 pp,5000,0,spell_level_standard,Compendium.dnd5e.spells.Item.r3243JU4AyQJyfX4
1191,Moonbeam,moonbeam,spell,loot.spell,uncommon,250 gp,250,25 pp,250,0,spell_level_standard,Compendium.dnd5e.spells.Item.bV3yun6MIuFj71Er
1444,Moonstone Cameo Plaque,moonstone-cameo-plaque,loot,loot.loot,,900 gp,900,75 pp,750,-150,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.aRt43Came8St8Gc4
1382,Moonstone Cluster,moonstone-cluster,loot,loot.loot,,50 gp,50,5 pp,50,0,gem_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.8xsXWF8z7x2c5oGq
1339,Morning Dew,morning-dew,consumable,loot.potion,,5 gp,5,5 gp,5,0,mundane_keep_current,Compendium.world.terranor.terranor-c1-items-pack.Item.FxRV2ewe5QDjwFcC
569,Morningstar,morningstar,weapon,loot.weapon,common,15 gp,15,15 gp,15,0,mundane_keep_current,Compendium.dnd5e.items.Item.dX8AxCh9o0A9CkT3
365,Morningstar +1,morningstar-1,weapon,loot.weapon.magic,uncommon,1000 gp,1000,40 pp,400,-600,magic_permanent_safe_default,Compendium.dnd5e.items.Item.PKpftwMAn88gfLi7
348,Morningstar +2,morningstar-2,weapon,loot.weapon.magic,rare,4000 gp,4000,300 pp,3000,-1000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.NrHboku9vJO5FGiY
574,Morningstar +3,morningstar-3,weapon,loot.weapon.magic,very-rare,16000 gp,16000,2000 pp,20000,4000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.dghpiMWDSUXtQf6X
1424,Mother-of-Pearl Jewelry Coffer,mother-of-pearl-jewelry-coffer,loot,loot.loot,,2200 gp,2200,250 pp,2500,300,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.aRt23Coff1Yz7Pa4
1292,Move Earth,move-earth,spell,loot.spell,very-rare,15000 gp,15000,1500 pp,15000,0,spell_level_standard,Compendium.dnd5e.spells.Item.yI0XWIgI0IGGsR3R
1357,Mystic Sands Hourglass,strange-hourglass,equipment,loot.equipment.magic,very-rare,7000 gp,7000,2000 pp,20000,13000,magic_permanent_safe_default,Compendium.world.terranor.terranor-c1-items-pack.Item.mhW8MqxC8JptP68z
491,Navigator's Tools,navigators-tools,tool,loot.tool,common,25 gp,25,25 gp,25,0,mundane_keep_current,Compendium.dnd5e.items.Item.YHCmjsiXxZ9UdUhU
876,Necklace of Adaptation,necklace-of-adaptation,equipment,loot.equipment.magic,uncommon,1500 gp,1500,40 pp,400,-1100,magic_permanent_safe_default,Compendium.dnd5e.items.Item.wwNpAz2KMukovewN
43,Necklace of Fireballs,necklace-of-fireballs,consumable,loot.consumable,rare,61440 gp,61440,300 pp,3000,-58440,magic_consumable_safe_default,Compendium.dnd5e.items.Item.3ALOhh6JNInIK4o7
874,Necklace of Prayer Beads,necklace-of-prayer-beads,equipment,loot.equipment.magic,rare,3000 gp,3000,300 pp,3000,0,magic_permanent_safe_default,Compendium.dnd5e.items.Item.wqVSRfkcTjuhvDyx
521,Net,net,weapon,loot.weapon,common,1 gp,1,1 gp,1,0,mundane_keep_current,Compendium.dnd5e.items.Item.aEiM49V8vWpWw7rU
794,Net +1,net-1,weapon,loot.weapon.magic,uncommon,200 gp,200,40 pp,400,200,magic_permanent_safe_default,Compendium.dnd5e.items.Item.rJKXDPikXSYXYgb5
643,Net +2,net-2,weapon,loot.weapon.magic,rare,500 gp,500,300 pp,3000,2500,magic_permanent_safe_default,Compendium.dnd5e.items.Item.hHX5qXva1ScCpBpL
664,Net +3,net-3,weapon,loot.weapon.magic,very-rare,1000 gp,1000,2000 pp,20000,19000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.iIuNqnpWCHrLEKWj
1356,Night Shade,night-shade,consumable,loot.potion,common,10 gp,10,1 pp,10,0,mundane_keep_current,Compendium.world.terranor.terranor-c1-items-pack.Item.meaJQ72ZmOsLV0P4
828,Nine Lives Stealer Greatsword,nine-lives-stealer-greatsword,weapon,loot.weapon.magic,very-rare,8000 gp,8000,2000 pp,20000,12000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.tFLmAPUDLxBY8jFO
160,Nine Lives Stealer Longsword,nine-lives-stealer-longsword,weapon,loot.weapon.magic,very-rare,8000 gp,8000,2000 pp,20000,12000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.BefbYlWbRYyy6R8s
354,Nine Lives Stealer Rapier,nine-lives-stealer-rapier,weapon,loot.weapon.magic,very-rare,8000 gp,8000,2000 pp,20000,12000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.OUGMoQYeJzxEcRvm
136,Nine Lives Stealer Scimitar,nine-lives-stealer-scimitar,weapon,loot.weapon.magic,very-rare,8000 gp,8000,2000 pp,20000,12000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.9Mdes2tKt0cqsNTw
31,Nine Lives Stealer Shortsword,nine-lives-stealer-shortsword,weapon,loot.weapon.magic,very-rare,8000 gp,8000,2000 pp,20000,12000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.2Lkub0qIwucWEfp3
1186,Nondetection,nondetection,spell,loot.spell,uncommon,500 gp,500,50 pp,500,0,spell_level_standard,Compendium.dnd5e.spells.Item.aU62xVUBYkAQWIHv
722,Oathbow,oathbow,weapon,loot.weapon.magic,very-rare,3500 gp,3500,2000 pp,20000,16500,magic_permanent_safe_default,Compendium.dnd5e.items.Item.mGIwk9FwTAJB6qTn
1440,Obsidian Seraph Torso,obsidian-seraph-torso,loot,loot.loot,,14000 gp,14000,750 pp,7500,-6500,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.aRt39Sraf7Op3Fq0
1379,Obsidian Shrine Idol,obsidian-shrine-idol,loot,loot.loot,,750 gp,750,75 pp,750,0,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.p6R91zSdjX8P32xH
773,Oil Flask,oil-flask,consumable,loot.consumable,common,1 sp,0.1,1 sp,0.1,0,mundane_keep_current,Compendium.dnd5e.items.Item.psoZaItkOScMVaHL
957,Oil Flask,oil-flask,consumable,loot.consumable,,1 sp,0.1,1 sp,0.1,0,mundane_keep_current,Compendium.dnd5e.items.Item.j01YDOu2AolsRvdN
958,Oil Flask,oil-flask,consumable,loot.consumable,,1 sp,0.1,1 sp,0.1,0,mundane_keep_current,Compendium.dnd5e.items.Item.jDTM1RjtZMu9YYL9
480,Oil of Etherealness,oil-of-etherealness,consumable,loot.potion,rare,1920 gp,1920,300 pp,3000,1080,magic_consumable_safe_default,Compendium.dnd5e.items.Item.Xbq8CyXSRV358SfP
166,Oil of Sharpness,oil-of-sharpness,consumable,loot.potion,very-rare,3200 gp,3200,2000 pp,20000,16800,magic_consumable_safe_default,Compendium.dnd5e.items.Item.C0MNXWA81ufzGlp5
217,Oil of Slipperiness,oil-of-slipperiness,consumable,loot.potion,uncommon,480 gp,480,40 pp,400,-80,magic_consumable_safe_default,Compendium.dnd5e.items.Item.FIDyR0kZnxGy7bj8
11,Opal Broach,opal-broach,loot,loot.loot,uncommon,250 gp,250,10 pp,100,-150,gem_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.0c3le72sdTo0rc3d
829,Orb,orb,weapon,loot.weapon.magic,common,20 gp,20,10 pp,100,80,magic_permanent_safe_default,Compendium.dnd5e.items.Item.tH5Rn0JVRG1zdmPa
21,Orb of Dragonkind,orb-of-dragonkind,equipment,loot.equipment.magic,legendary,500000 gp,500000,7500 pp,75000,-425000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.1RwJWOAeyoideLKe
510,Ox,ox,loot,loot.loot,,15 gp,15,15 gp,15,0,mundane_keep_current,Compendium.dnd5e.tradegoods.Item.WCbKUQcahzQQX0pL
1315,Ox,ox,loot,loot.loot,,15 gp,15,15 gp,15,0,mundane_keep_current,Compendium.dnd5e.tradegoods.Item.WCbKUQcahzQQX0pL
598,Pack Saddle,pack-saddle,equipment,loot.equipment,,5 gp,5,5 gp,5,0,mundane_keep_current,Compendium.dnd5e.items.Item.ecz2fVDyAg8YgJGe
243,Padded Armor,padded-armor,equipment,loot.armor,common,5 gp,5,5 gp,5,0,mundane_keep_current,Compendium.dnd5e.items.Item.GtKV1b5uqFQqpEni
840,Padded Armor +1,padded-armor-1,equipment,loot.armor.magic,rare,1505 gp,1505,300 pp,3000,1495,magic_permanent_safe_default,Compendium.dnd5e.items.Item.twRJhPtDQe1HceFt
232,Padded Armor +2,padded-armor-2,equipment,loot.armor.magic,very-rare,6005 gp,6005,2000 pp,20000,13995,magic_permanent_safe_default,Compendium.dnd5e.items.Item.G9XQPNLlDXkpVxn1
476,Padded Armor +3,padded-armor-3,equipment,loot.armor.magic,legendary,24005 gp,24005,7500 pp,75000,50995,magic_permanent_safe_default,Compendium.dnd5e.items.Item.XKnDE8DTrJxIkVCF
89,Padded Armor of Resistance,padded-armor-of-resistance,equipment,loot.armor.magic,rare,6005 gp,6005,300 pp,3000,-3005,magic_permanent_safe_default,Compendium.dnd5e.items.Item.698gLyJ4JKVVMF53
1392,Painted Siege Map Scroll,painted-siege-map-scroll,loot,loot.loot,,500 gp,500,75 pp,750,250,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.Vuv2p5m298FAvG2h
556,Painter's Supplies,painters-supplies,tool,loot.tool,common,10 gp,10,1 pp,10,0,mundane_keep_current,Compendium.dnd5e.items.Item.ccm5xlWhx74d6lsK
230,Pan Flute,pan-flute,tool,loot.tool,common,12 gp,12,12 gp,12,0,mundane_keep_current,Compendium.dnd5e.items.Item.G5m5gYIx9VAUWC3J
612,Paper,paper,loot,loot.loot,common,2 sp,0.2,2 sp,0.2,0,mundane_keep_current,Compendium.dnd5e.items.Item.fNMkFCOvMiW2Rh3t
915,Paper,paper,loot,loot.loot,,2 sp,0.2,2 sp,0.2,0,mundane_keep_current,Compendium.dnd5e.items.Item.0huCWvOncUsme84v
454,Parchment,parchment,loot,loot.loot,common,1 sp,0.1,1 sp,0.1,0,mundane_keep_current,Compendium.dnd5e.items.Item.WFQS2vT8ddrFjTJg
927,Parchment,parchment,loot,loot.loot,,1 sp,0.1,1 sp,0.1,0,mundane_keep_current,Compendium.dnd5e.items.Item.9c0CHs90xqPw81iP
1264,Pass without Trace,pass-without-trace,spell,loot.spell,uncommon,250 gp,250,25 pp,250,0,spell_level_standard,Compendium.dnd5e.spells.Item.pRMvmknwLf2tdMTj
1202,Passwall,passwall,spell,loot.spell,rare,5000 gp,5000,500 pp,5000,0,spell_level_standard,Compendium.dnd5e.spells.Item.d9MwcXi7Il3HROXd
1400,Pearl Libation Bowl,pearl-libation-bowl,loot,loot.loot,,900 gp,900,75 pp,750,-150,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.9iZN7gcaFLauSTBg
64,Pearl of Power,pearl-of-power,consumable,loot.consumable,uncommon,6000 gp,6000,500 pp,5000,-1000,gem_tier_snap,Compendium.dnd5e.items.Item.44XNWmMGnwXn7bNW
1436,Pearl-Inlaid Libation Bowl,pearl-inlaid-libation-bowl,loot,loot.loot,,8000 gp,8000,750 pp,7500,-500,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.aRt35Bowl3Kl9Bm6
770,Pepper,pepper,loot,loot.loot,,2 gp,2,2 gp,2,0,mundane_keep_current,Compendium.dnd5e.tradegoods.Item.8SQ7vyE6gevpfJvn
1303,Pepper,pepper,loot,loot.loot,,2 gp,2,2 gp,2,0,mundane_keep_current,Compendium.dnd5e.tradegoods.Item.8SQ7vyE6gevpfJvn
853,Perfume,perfume,loot,loot.loot,common,5 gp,5,5 gp,5,0,mundane_keep_current,Compendium.dnd5e.items.Item.uuh4UH3Jx5CsFjdA
944,Perfume,perfume,loot,loot.loot,,5 gp,5,5 gp,5,0,mundane_keep_current,Compendium.dnd5e.items.Item.LECtCKWa0mt0Vy1U
147,Periapt of Health,periapt-of-health,equipment,loot.equipment.magic,uncommon,5000 gp,5000,40 pp,400,-4600,magic_permanent_safe_default,Compendium.dnd5e.items.Item.9v0TPDXNa9S7aNB4
758,Periapt of Proof against Poison,periapt-of-proof-against-poison,equipment,loot.equipment.magic,rare,5000 gp,5000,300 pp,3000,-2000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.oYZNXHth1UYxPwVi
185,Periapt of Wound Closure,periapt-of-wound-closure,equipment,loot.equipment.magic,rare,5000 gp,5000,300 pp,3000,-2000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.DWwBkOFuYf5VN3M2
